left_gas,left_glu,left_hab,left_had,left_ham,left_hf,left_sol,left_ta,left_vas,right_gas,right_glu,right_hab,right_had,right_ham,right_hf,right_sol,right_ta,right_vas
750.448,3375.74,30,44.9997,3771.87,0,1545.4,95.6623,1491.74,72.0347,97.4961,30,44.9997,261.758,476.408,0.0604614,82.1969,7.82286
884.093,2250.24,30,44.9997,4060.47,0,1337.31,115.811,540.227,71.8888,75.6449,30,44.9997,216.917,562.835,0.0299761,91.3991,7.56688
1000.75,1473.65,30,44.9997,4290.67,0,1220.52,123.341,200.537,74.6531,68.0563,30,44.9997,177.847,623.289,0.515561,99.0796,8.13911
1065.37,971.344,30,44.9997,4480.96,0,1108.43,130.633,97.541,82.3419,66.4742,30,44.9997,148.459,691.543,3.99806,99.9565,9.78421
1072.41,572.664,30,44.9997,4619.15,0,923.639,152.922,49.6334,95.3269,59.9359,30,44.9997,122.743,709.123,13.1812,96.5486,9.5069
1111.68,234.753,30,44.9997,4676.27,4.99695,798.784,164.991,14.3154,112.154,48.9806,30,44.9997,97.2666,703.768,27.3721,92.3192,7.67781
1187.73,143.827,30,44.9997,4652.74,125.825,743.432,161.582,0.318345,129.731,41.6733,30,44.9997,75.715,676.831,45.0505,88.2686,7.19883
1196.19,126.311,30,44.9997,4571.73,219.52,647.724,175.46,0,147.593,39.5732,30,44.9997,61.2869,707.738,67.6144,82.9895,8.64015
1162.68,119.746,30,44.9997,4442.99,266.428,586.089,194.42,0,167.613,38.792,30,44.9997,52.6937,733.464,96.5806,76.3291,8.4454
1177.19,110.464,30,44.9997,4242.44,301.139,621.354,184.88,0.0945489,190.544,35.1955,30,44.9997,46.3854,809.865,128.049,70.7446,9.15482
1148.51,100.001,30,44.9997,3926.56,342.383,629.521,184.025,11.0215,214.343,29.6,30,44.9997,40.2444,895.808,155.295,68.273,6.71544
1038.76,88.8483,30,44.9997,3499.4,386.394,559.91,207.447,60.621,235.441,25.1498,30,44.9997,34.4959,965.85,175.905,68.6995,5.67476
